final_id,text,logprobs_forward,logprobs_backward,step
10,C(=C)N1(c2(-c3(CNC=O)cc[nH]c3)cc[nH]c2)CCNCC1,-4.09,-1.099,5
10,C(=C)N1(c2(-c3cc[nH]c3)cc[nH]c2)CCNCC1,-2.568,-0.6934,4
10,C(=C)N1(c2cc[nH]c2)CCNCC1,-2.488,-0.6934,3
10,C(=C)N1CCN(c2(-c3(C(NC=O)N4CCNCC4)cc[nH]c3)cc[nH]c2)CC1,-3.111,-1.099,7
10,C(=C)N1CCN(c2(-c3(CNC=O)cc[nH]c3)cc[nH]c2)CC1,-3.559,-1.099,6
10,C(=C)N1CCNCC1,-2.418,-0.6934,2
10,C(=CN1CCN(c2(-c3(C(NC=O)N4(N5CCNCC5)CCNCC4)cc[nH]c3)cc[nH]c2)CC1)c1cc[nH]c1,-3.121,-1.609,10
10,C(=CN1CCN(c2(-c3(C(NC=O)N4CCNCC4)cc[nH]c3)cc[nH]c2)CC1)c1cc[nH]c1,-2.74,-1.387,9
10,C(=CN1CCN(c2c[nH]c(-c3(C(NC=O)N4CCN(N5CCNCC5)CC4)cc[nH]c3)c2)CC1)c1(C2CCCCC2)cc[nH]c1,-4.457,-4.5,17
10,C(=CN1CCN(c2c[nH]c(-c3c[nH]c(C(NC=O)N4CCN(N5CCNCC5)CC4)c3)c2)CC1)c1(C2CCCCC2)cc[nH]c1,-1.607,-2.398,18
10,C(=CN1CCN(c2c[nH]c(-c3c[nH]c(CNC(=O)N4CCN(N5CCNCC5)CC4)c3)c2)CC1)c1(C2CCCCC2)cc[nH]c1,-1.423,-2.398,19
10,C(=CN1CCN(c2cc(-c3(C(NC=O)N4(N5CCNCC5)CCNCC4)cc[nH]c3)[nH]c2)CC1)c1(C2CCCCC2)cc[nH]c1,-8.192,-6.106,15
10,C(=CN1CCN(c2cc(-c3(C(NC=O)N4(N5CCNCC5)CCNCC4)cc[nH]c3)[nH]c2)CC1)c1cc[nH]c1,-8.164,-3.401,12
10,C(=CN1CCN(c2cc(-c3cc(CNC(=O)N4CCN(N5CCNCC5)CC4)[nH]c3)[nH]c2)CC1)c1cc(C2CCCCC2)[nH]c1,-5.1470199999999995,-13.169,25
10,C=C,-4.977,-0.6934,1
10,C=CN1CCN(c2(-c3(C(NC=O)N4CCNCC4)cc[nH]c3)cc[nH]c2)CC1,-3.691,-1.387,8
11,C1(C2(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCCC2)(c2(C3=CNC=CC3)nc(=O)[nH]cc2)CCCCC1,-6.57,-1.099,9
11,C1(C2(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCCC2)(c2nc(=O)[nH]cc2)CCCCC1,-8.41,-0.6934,8
11,C1(C2(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCCC2)C(c2(C3=CNC=CC3)nc(=O)[nH]cc2)CCCC1,-6.475,-2.774,11
11,C1(C2(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-2.26,-1.609,12
11,C1(C2(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCCC2)CCCCC1,-7.35,-0.6934,7
11,C1(C2(C3(N4(N(C=O)c5ccccc5)CCNCC4)CCNCC3)CCCCC2)CCCCC1,-6.562,-0.6934,6
11,C1(C2(C3(N4(NC=O)CCNCC4)CCNCC3)CCCCC2)CCCCC1,-5.336,-0.6934,5
11,C1(C2(C3(N4CCNCC4)CCNCC3)CCCCC2)CCCCC1,-3.26,-0.6934,4
11,C1(C2(C3CCNCC3)CCCCC2)CCCCC1,-4.223,-0.6934,3
11,C1(C2C(C3(N4(N(C=O)c5(C6CCOC6)ccccc5)CCNCC4)CCNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-5.771000000000001,-3.401,14
11,C1(C2C(C3(N4(N(C=O)c5c(C6CCOC6)cccc5)CCNCC4)CCNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-7.744,-4.026,16
11,C1(C2C(C3C(N4(N(C=O)c5c(C6CCOC6)cccc5)CCNCC4)CNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-1.655,-2.197,17
11,C1(C2C(C3C(N4CCN(N(C=O)c5c(C6CCOC6)cccc5)CC4)CNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-1.434,-2.303,18
11,C1(C2C(C3C(N4CCN(N(C=O)c5cc(C6CCOC6)ccc5)CC4)CNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-1.266,-2.398,19
11,C1(C2C(C3C(N4CCN(NC(=O)c5cc(C6CCOC6)ccc5)CC4)CNCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-2.614,-5.048,21
11,C1(C2C(N3CC(N4CCN(NC(=O)c5cc(C6CCOC6)ccc5)CC4)CCC3)CCCC2)C(c2nc(=O)n(C3=CNC=CC3)cc2)CCCC1,-3.263,-5.348,23
11,C1(C2CCCCC2)CCCCC1,-0.8413,-0.6934,2
11,C1C(c2nc(=O)n(C3=CNC=CC3)cc2)CC(C2C(N3CC(N4CCN(NC(=O)c5cc(C6CCOC6)ccc5)CC4)CCC3)CCCC2)CC1,-1.566,-2.773,25
11,C1CCCCC1,-0.834,-0.6934,1
12,c1(-c2(N3(c4(-c5(C6CCOCC6)cc[nH]c5)ccc[nH+]c4)CCNCC3)cc[nH]c2)(-c2(N3(CNC=O)CCNCC3)ccc[nH+]c2)cc[nH]c1,-3.424,-1.099,9
12,c1(-c2(N3(c4(-c5(C6CCOCC6)cc[nH]c5)ccc[nH+]c4)CCNCC3)cc[nH]c2)(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc[nH]c1,-2.344,-1.387,10
12,c1(-c2(N3(c4(-c5cc[nH]c5)ccc[nH+]c4)CCNCC3)cc[nH]c2)(-c2(N3(CNC=O)CCNCC3)ccc[nH+]c2)cc[nH]c1,-3.168,-0.6934,8
12,c1(-c2(N3(c4ccc[nH+]c4)CCNCC3)cc[nH]c2)(-c2(N3(CNC=O)CCNCC3)ccc[nH+]c2)cc[nH]c1,-4.305,-0.6934,7
12,c1(-c2(N3CCNCC3)cc[nH]c2)(-c2(N3(CNC=O)CCNCC3)ccc[nH+]c2)cc[nH]c1,-4.023,-0.6934,6
12,c1(-c2(N3CCNCC3)cc[nH]c2)(-c2(N3CCNCC3)ccc[nH+]c2)cc[nH]c1,-2.94,-0.6934,5
12,c1(-c2cc[nH]c2)(-c2(N3CCNCC3)ccc[nH+]c2)cc[nH]c1,-2.908,-0.6934,4
12,c1(-c2cc[nH]c2)(-c2ccc[nH+]c2)cc[nH]c1,-4.363,-0.6934,3
12,c1(-c2cc[nH]c2)cc[nH]c1,-2.291,-0.6934,2
12,c1(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc(-c2(N3(c4(-c5(C6CCOCC6)cc[nH]c5)ccc[nH+]c4)CCNCC3)cc[nH]c2)[nH]c1,-2.178,-1.609,11
12,c1(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc(-c2(N3CCN(c4(-c5(C6CCOCC6)cc[nH]c5)ccc[nH+]c4)CC3)cc[nH]c2)[nH]c1,-1.925,-1.792,12
12,c1(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc(-c2cc(N3CCN(c4(-c5(C6CCOCC6)cc[nH]c5)ccc[nH+]c4)CC3)[nH]c2)[nH]c1,-1.752,-1.946,13
12,c1(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc(-c2cc(N3CCN(c4ccc[n+](-c5(C6CCOCC6)cc[nH]c5)c4)CC3)[nH]c2)[nH]c1,-7.583,-6.24,16
12,c1(-c2ccc[n+](N3(CNC=O)CCNCC3)c2)cc(-c2cc(N3CCN(c4ccc[n+](-c5cc(C6CCOCC6)[nH]c5)c4)CC3)[nH]c2)[nH]c1,-1.252,-2.197,17
12,c1(-c2ccc[n+](N3CCN(CNC=O)CC3)c2)cc(-c2cc(N3CCN(c4ccc[n+](-c5cc(C6CCOCC6)[nH]c5)c4)CC3)[nH]c2)[nH]c1,-8.7209,-17.87,25
12,c1cc[nH]c1,-2.291,-0.6934,1
13,O=c1[nH]c(C(NC=O)N2(C3(C4CCOCC4)(C4CCCCC4)CCCCC3)CCNCC2)(C2(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCCC2)nc2[nH]cnc12,-4.668,-1.099,9
13,O=c1[nH]c(C(NC=O)N2(C3(C4CCOCC4)(C4CCCCC4)CCCCC3)CCNCC2)(C2(c3cc[nH]c3)CCCCC2)nc2[nH]cnc12,-4.254,-1.099,8
13,O=c1[nH]c(C(NC=O)N2(C3(C4CCOCC4)(C4CCCCC4)CCCCC3)CCNCC2)(C2CCCCC2)nc2[nH]cnc12,-2.527,-1.099,7
13,O=c1[nH]c(C(NC=O)N2(C3(C4CCOCC4)CCCCC3)CCNCC2)(C2CCCCC2)nc2[nH]cnc12,-3.492,-1.099,6
13,O=c1[nH]c(C(NC=O)N2(C3(C4CCOCC4)CCCCC3C3CCCCC3)CCNCC2)(C2(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCCC2)nc2[nH]cnc12,-5.887,-1.387,10
13,O=c1[nH]c(C(NC=O)N2(C3CCCCC3)CCNCC2)(C2CCCCC2)nc2[nH]cnc12,-1.939,-0.6934,5
13,O=c1[nH]c(C(NC=O)N2(C3CCCCC3)CCNCC2)nc2[nH]cnc12,-1.743,-0.6934,4
13,O=c1[nH]c(C(NC=O)N2CCNCC2)nc2[nH]cnc12,-2.771,-0.6934,3
13,O=c1[nH]c(C2(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCCC2)nc2n(C(NC=O)N3(C4(C5CCOCC5)CCCCC4C4CCCCC4)CCNCC3)cnc12,-2.27,-1.387,11
13,O=c1[nH]c(C2(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCCC2)nc2n(C(NC=O)N3(C4C(C5CCOCC5)CCCC4C4CCCCC4)CCNCC3)cnc12,-2.047,-1.609,12
13,O=c1[nH]c(C2C(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCC2)nc2n(C(NC=O)N3(C4C(C5CCOCC5)CCCC4C4CCCCC4)CCNCC3)cnc12,-6.16,-3.738,14
13,O=c1[nH]c(C2C(c3(-c4ccc[nH+]c4)cc[nH]c3)CCCC2)nc2n(CNC(=O)N3(C4C(C5CCOCC5)CCCC4C4CCCCC4)CCNCC3)cnc12,-4.725,-4.16,16
13,O=c1[nH]c(C2C(c3cc(-[n+]4ccccc4)[nH]c3)CCCC2)nc2n(CNC(=O)N3CCN(C4C(C5OCCCC5)CC(C5CCCCC5)CC4)CC3)cnc12,-5.9653,-10.685,25
13,O=c1[nH]c(C2C(c3cc(-c4ccc[nH+]c4)[nH]c3)CCCC2)nc2n(CNC(=O)N3(C4C(C5CCOCC5)CC(C5CCCCC5)CC4)CCNCC3)cnc12,-2.62,-2.303,18
13,O=c1[nH]c(C2C(c3cc(-c4ccc[nH+]c4)[nH]c3)CCCC2)nc2n(CNC(=O)N3(C4C(C5CCOCC5)CCCC4C4CCCCC4)CCNCC3)cnc12,-1.18,-2.197,17
13,O=c1[nH]c(C2C(c3cc(-c4ccc[nH+]c4)[nH]c3)CCCC2)nc2n(CNC(=O)N3(C4C(C5OCCCC5)CC(C5CCCCC5)CC4)CCNCC3)cnc12,-4.477,-2.398,19
13,O=c1[nH]c(C2C(c3cc(-c4ccc[nH+]c4)[nH]c3)CCCC2)nc2n(CNC(=O)N3CCN(C4C(C5OCCCC5)CC(C5CCCCC5)CC4)CC3)cnc12,-0.612,-2.484,20
13,O=c1[nH]c(CNC=O)nc2[nH]cnc12,-3.39,-0.6934,2
13,O=c1[nH]cnc2[nH]cnc12,-5.24,-0.6934,1
14,C1(C2(C3(C4CCCCC4)CCCCC3)CC(c3(N4(C5CCNCC5)CCNCC4)cc[nH]c3)CCC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-5.516,-1.387,10
14,C1(C2(C3(C4CCCCC4)CCCCC3)CC(c3(N4CCN(C5CCNCC5)CC4)cc[nH]c3)CCC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-2.227,-1.609,11
14,C1(C2(C3(C4CCCCC4)CCCCC3)CC(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CCC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-2.186,-1.792,12
14,C1(C2(C3CC(C4CCCCC4)CCC3)CC(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CCC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-3.707,-1.946,13
14,C1(C2(c3(N4(C5CCNCC5)CCNCC4)cc[nH]c3)(C3(C4CCCCC4)CCCCC3)CCCCC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-4.64,-1.387,9
14,C1(C2(c3(N4(C5CCNCC5)CCNCC4)cc[nH]c3)(C3(C4CCCCC4)CCCCC3)CCCCC2)(c2cc[nH]c2)CCCCC1,-2.98,-1.099,8
14,C1(C2(c3(N4(C5CCNCC5)CCNCC4)cc[nH]c3)(C3CCCCC3)CCCCC2)(c2cc[nH]c2)CCCCC1,-2.844,-1.099,7
14,C1(C2(c3(N4(C5CCNCC5)CCNCC4)cc[nH]c3)CCCCC2)(c2cc[nH]c2)CCCCC1,-4.4,-1.099,6
14,C1(C2(c3(N4CCNCC4)cc[nH]c3)CCCCC2)(c2cc[nH]c2)CCCCC1,-3.322,-0.6934,5
14,C1(C2(c3cc[nH]c3)CCCCC2)(c2cc[nH]c2)CCCCC1,-4.137,-0.6934,4
14,C1(C2(c3cc[nH]c3)CCCCC2)CCCCC1,-3.701,-0.6934,3
14,C1(C2C(C3C(C4CCCCC4)CCCC3)CC(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CC2)CCC(c2(-c3ccc[nH+]c3)cc[nH]c2)CC1,-1.63,-2.303,17
14,C1(C2C(C3CC(C4CCCCC4)CCC3)CC(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CC2)(c2(-c3ccc[nH+]c3)cc[nH]c2)CCCCC1,-3.555,-2.08,14
14,C1(C2C(C3CC(C4CCCCC4)CCC3)CC(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CC2)CCC(c2(-c3ccc[nH+]c3)cc[nH]c2)CC1,-8.256,-4.277,16
14,C1(C2CC(C3C(C4CCCCC4)CCCC3)C(c3c[nH]c(N4CCN(C5CCNCC5)CC4)c3)CC2)CCC(c2(-c3ccc[nH+]c3)cc[nH]c2)CC1,-1.458,-2.398,18
14,C1(C2CC(C3C(C4CCCCC4)CCCC3)C(c3c[nH]c(N4CCN(N5CCCCC5)CC4)c3)CC2)CCC(c2(-c3ccc[nH+]c3)cc[nH]c2)CC1,-2.578,-2.484,19
14,C1(C2CCCCC2)CCCCC1,-0.731,-0.6934,2
14,C1C(C2CC(C3C(C4CCCCC4)CCCC3)C(c3c[nH]c(N4CCN(N5CCCCC5)CC4)c3)CC2)CC(c2(-c3ccc[nH+]c3)cc[nH]c2)CC1,-0.982,-2.484,20
14,C1C(C2CC(C3C(C4CCCCC4)CCCC3)C(c3cc(N4CCN(N5CCCCC5)CC4)[nH]c3)CC2)CC(c2cc(-[n+]3ccccc3)[nH]c2)CC1,-3.986,-8.121,25
14,C1C(C2CC(C3C(C4CCCCC4)CCCC3)C(c3cc(N4CCN(N5CCCCC5)CC4)[nH]c3)CC2)CC(c2cc(-c3ccc[nH+]c3)[nH]c2)CC1,-0.253,-2.564,21
14,C1CCCCC1,-0.7236,-0.6934,1
15,C1CN(c2(C(NC=O)C3(C4CCNC4)CCCCC3)ccc[nH+]c2)CCN1N1(c2(C3CCCCC3)(C3CCCCC3)cn[nH]c2)CCNCC1,-2.838,-1.387,10
15,C1CN(c2(C(NC=O)C3(C4CCNC4)CCCCC3)ccc[nH+]c2)CCN1N1(c2(C3CCCCC3)c(C3CCCCC3)n[nH]c2)CCNCC1,-2.238,-1.609,11
15,C1CN(c2(C(NC=O)C3(C4CCNC4)CCCCC3)ccc[nH+]c2)CCN1N1(c2(C3CCCCC3)cn[nH]c2)CCNCC1,-2.363,-1.387,9
15,C1CN(c2(C(NC=O)C3(C4CCNC4)CCCCC3)ccc[nH+]c2)CCN1N1(c2cn[nH]c2)CCNCC1,-4.074,-1.099,8
15,C1CN(c2(C(NC=O)C3(C4CCNC4)CCCCC3)ccc[nH+]c2)CCN1N1CCN(c2(C3CCCCC3)c(C3CCCCC3)n[nH]c2)CC1,-1.991,-1.792,12
15,C1CN(c2(C(NC=O)C3CCCCC3)ccc[nH+]c2)CCN1N1(c2cn[nH]c2)CCNCC1,-5.457,-1.099,7
15,C1CN(c2(C(NC=O)C3CCCCC3)ccc[nH+]c2)CCN1N1CCNCC1,-1.901,-1.099,6
15,C1CN(c2(CNC=O)ccc[nH+]c2)CCN1N1CCNCC1,-3.898,-0.6934,5
15,C1CN(c2ccc[n+](C(NC=O)C3(C4CCNC4)CCCCC3)c2)CCN1N1CCN(c2(C3CCCCC3)c(C3CCCCC3)n[nH]c2)CC1,-5.024,-3.892,14
15,C1CN(c2ccc[n+](C(NC=O)C3C(C4CCNC4)CCCC3)c2)CCN1N1CCN(c2(C3CCCCC3)c(C3CCCCC3)n[nH]c2)CC1,-1.517,-2.08,15
15,C1CN(c2ccc[n+](CNC(=O)C3C(C4CCNC4)CCCC3)c2)CCN1N1CCN(c2(C3CCCCC3)c(C3CCCCC3)n[nH]c2)CC1,-3.4530000000000003,-4.277,17
15,C1CN(c2ccc[n+](CNC(=O)C3C(C4CCNC4)CCCC3)c2)CCN1N1CCN(n2nc(C3CCCCC3)c(C3CCCCC3)c2)CC1,-2.02,-2.303,18
15,C1CN(c2ccc[n+](CNC(=O)C3C(N4CCCC4)CCCC3)c2)CCN1N1CCN(n2nc(C3CCCCC3)c(C3CCCCC3)c2)CC1,-4.654999999999999,-4.882,20
15,C1CN(c2ccc[n+](CNC(=O)C3CC(N4CCCC4)CCC3)c2)CCN1N1CCN(n2nc(C3CCCCC3)c(C3CCCCC3)c2)CC1,-5.631,-7.912,23
15,C1CN(c2ccc[n+](CNC(=O)C3CC(N4CCCC4)CCC3)c2)CCN1N1CCN(n2nc(C3CCCCC3)cc2C2CCCCC2)CC1,-0.3896,-2.773,25
15,C1CN(c2ccc[nH+]c2)(N2CCNCC2)CCN1,-2.69,-0.6934,3
15,C1CN(c2ccc[nH+]c2)CCN1,-3.201,-0.6934,2
15,C1CN(c2ccc[nH+]c2)CCN1N1CCNCC1,-3.428,-0.6934,4
15,C1CNCCN1,-2.09,-0.6934,1
16,c1c(-c2c[nH]cc2)c[n+](N2CCN(c3(C4=CC(C5CCOC(C6C(C7C(C8CCOCC8)CCCC7)CCCC6)C5)CCC4)cn[nH]c3)CC2)cc1,-1.46,-2.197,16
16,c1c(-c2c[nH]cc2)c[n+](N2CCN(c3(C4=CC(C5CCOC(C6CC(C7C(C8CCOCC8)CCCC7)CCC6)C5)CCC4)cn[nH]c3)CC2)cc1,-2.748,-2.303,17
16,c1c(-c2cc[nH]c2)c[n+](N2(c3(C4(C5(C6(C7(C8CCOCC8)CCCCC7)CCCCC6)CCOCC5)=CCCCC4)cn[nH]c3)CCNCC2)cc1,-2.436,-1.609,11
16,c1c(-c2cc[nH]c2)c[n+](N2(c3(C4=CC(C5(C6(C7(C8CCOCC8)CCCCC7)CCCCC6)CCOCC5)CCC4)cn[nH]c3)CCNCC2)cc1,-2.285,-1.609,12
16,c1c(-c2cc[nH]c2)c[n+](N2(c3(C4=CC(C5(C6(C7C(C8CCOCC8)CCCC7)CCCCC6)CCOCC5)CCC4)cn[nH]c3)CCNCC2)cc1,-2.098,-1.792,13
16,c1c(-c2cc[nH]c2)c[n+](N2(c3(C4=CC(C5(C6C(C7C(C8CCOCC8)CCCC7)CCCC6)CCOCC5)CCC4)cn[nH]c3)CCNCC2)cc1,-2.027,-1.946,14
16,c1c(-c2cc[nH]c2)c[n+](N2(c3(C4=CC(C5CCOC(C6C(C7C(C8CCOCC8)CCCC7)CCCC6)C5)CCC4)cn[nH]c3)CCNCC2)cc1,-3.447,-2.08,15
16,c1c(-c2cc[nH]c2)c[n+](N2CCN(c3c(C4=CC(C5CCOC(C6CC(C7C(C8CCOCC8)CCCC7)CCC6)C5)CCC4)n[nH]c3)CC2)cc1,-1.067,-2.398,18
16,c1c(-c2cc[nH]c2)c[n+](N2CCN(n3nc(C4=CC(C5CCCC(C6CC(C7CC(C8CCCCO8)CCC7)CCC6)O5)CCC4)cc3)CC2)cc1,-1.4397,-5.482,25
16,c1c(-c2cc[nH]c2)c[n+](N2CCN(n3nc(C4=CC(C5CCOC(C6CC(C7C(C8CCOCC8)CCCC7)CCC6)C5)CCC4)cc3)CC2)cc1,-2.04,-2.484,19
16,c1c(-c2cc[nH]c2)c[n+](N2CCN(n3nc(C4=CC(C5CCOC(C6CC(C7CC(C8CCCCO8)CCC7)CCC6)C5)CCC4)cc3)CC2)cc1,-1.348,-2.709,22
16,c1c(-c2cc[nH]c2)c[n+](N2CCN(n3nc(C4=CC(C5CCOC(C6CC(C7CC(C8CCOCC8)CCC7)CCC6)C5)CCC4)cc3)CC2)cc1,-4.444,-5.202999999999999,21
16,c1c(N2(c3(C4(C5(C6(C7(C8CCOCC8)CCCCC7)CCCCC6)CCOCC5)=CCCCC4)cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-4.535,-1.387,10
16,c1c(N2(c3(C4(C5(C6(C7CCCCC7)CCCCC6)CCOCC5)=CCCCC4)cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-2.969,-1.099,9
16,c1c(N2(c3(C4(C5(C6CCCCC6)CCOCC5)=CCCCC4)cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-2.701,-1.099,8
16,c1c(N2(c3(C4(C5CCOCC5)=CCCCC4)cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-3.95,-1.099,7
16,c1c(N2(c3(C4=CCCCC4)cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-12.312999999999999,-1.7924,6
16,c1c(N2(c3cn[nH]c3)CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-5.574,-0.6934,4
16,c1c(N2CCNCC2)(-c2cc[nH]c2)c[nH+]cc1,-3.63,-0.6934,3
16,c1c(N2CCNCC2)c[nH+]cc1,-2.068,-0.6934,2
16,c1cc[nH+]cc1,-3.207,-0.6934,1
17,c1(N2(NC=O)CCNCC2)cc[nH]c1,-4.51,-0.6934,3
17,c1(N2CCN(N(C=O)c3ccc[nH+]c3)CC2)(C2CCCCC2)cc[nH]c1,-1.874,-1.099,6
17,c1(N2CCN(N(C=O)c3ccc[nH+]c3)CC2)cc[nH]c1,-3.717,-1.099,5
17,c1(N2CCN(NC(=O)c3(C4(C5(C6=CCCCC6)CCCCC5)CCCCC4)ccc[nH+]c3)CC2)(C2(N3CCNCC3)CCCCC2)cc[nH]c1,-6.06,-1.609,11
17,c1(N2CCN(NC(=O)c3(C4(C5(C6=CCCCC6)CCCCC5)CCCCC4)ccc[nH+]c3)CC2)c[nH]c(C2(N3CCNCC3)CCCCC2)c1,-2.232,-1.792,12
17,c1(N2CCN(NC(=O)c3(C4(C5(C6=CCCCC6)CCCCC5)CCCCC4)ccc[nH+]c3)CC2)c[nH]c(C2C(N3CCNCC3)CCCC2)c1,-10.093,-3.892,14
17,c1(N2CCN(NC(=O)c3(C4(C5C(C6=CCCCC6)CCCC5)CCCCC4)ccc[nH+]c3)CC2)c[nH]c(C2C(N3CCNCC3)CCCC2)c1,-1.704,-2.08,15
17,c1(N2CCN(NC(=O)c3(C4(C5C(C6CC=CCC6)CCCC5)CCCCC4)ccc[nH+]c3)CC2)c[nH]c(C2C(N3CCNCC3)CCCC2)c1,-3.064,-2.197,16
17,c1(N2CCN(NC(=O)c3(C4(C5CCCCC5)CCCCC4)ccc[nH+]c3)CC2)(C2(N3CCNCC3)CCCCC2)cc[nH]c1,-2.494,-1.387,10
17,c1(N2CCN(NC(=O)c3(C4CCCCC4)ccc[nH+]c3)CC2)(C2(N3CCNCC3)CCCCC2)cc[nH]c1,-2.783,-1.387,9
17,c1(N2CCN(NC(=O)c3(C4CCCCC4)ccc[nH+]c3)CC2)(C2CCCCC2)cc[nH]c1,-1.918,-1.387,8
17,c1(N2CCN(NC(=O)c3ccc[n+](C4(C5C(C6CC=CCC6)CCCC5)CCCCC4)c3)CC2)cc(C2C(N3CCNCC3)CCCC2)[nH]c1,-1.372,-2.303,17
17,c1(N2CCN(NC(=O)c3ccc[n+](C4C(C5C(C6CC=CCC6)CCCC5)CCCC4)c3)CC2)cc(C2C(N3CCNCC3)CCCC2)[nH]c1,-6.162,-7.366,20
17,c1(N2CCN(NC(=O)c3ccc[n+](C4C(C5C(C6CC=CCC6)CCCC5)CCCC4)c3)CC2)cc(C2CCCC(N3CCNCC3)C2)[nH]c1,-1.639,-2.564,21
17,c1(N2CCN(NC(=O)c3ccc[n+](C4CC(C5C(C6CC=CCC6)CCCC5)CCC4)c3)CC2)cc(C2CCCC(N3CCNCC3)C2)[nH]c1,-3.7557,-8.121,25
17,c1(N2CCN(NC(=O)c3ccc[nH+]c3)CC2)(C2CCCCC2)cc[nH]c1,-3.438,-1.387,7
17,c1(N2CCN(NC=O)CC2)cc[nH]c1,-3.43,-1.099,4
17,c1(N2CCNCC2)cc[nH]c1,-2.078,-0.6934,2
17,c1cc[nH]c1,-2.984,-0.6934,1
18,C1CN(C2(N3(C4CCNCC4)CCNCC3)CCCCC2)(N2(N3(c4(N5(CNC=O)CCNCC5)ccc[nH+]c4)CCNCC3)CCNCC2)CCN1,-9.84,-1.7924,10
18,C1CN(C2(N3(C4CCNCC4)CCNCC3)CCCCC2)(N2(N3(c4(N5CCNCC5)ccc[nH+]c4)CCNCC3)CCNCC2)CCN1,-3.066,-0.6934,8
18,C1CN(C2(N3(C4CCNCC4)CCNCC3)CCCCC2)(N2(N3(c4ccc[nH+]c4)CCNCC3)CCNCC2)CCN1,-3.955,-0.6934,7
18,C1CN(C2(N3(C4CCNCC4)CCNCC3)CCCCC2)(N2(N3CCN(c4(N5(CNC=O)CCNCC5)ccc[nH+]c4)CC3)CCNCC2)CCN1,-7.109,-2.996,12
18,C1CN(C2(N3CCNCC3)CCCCC2)(N2(N3(c4ccc[nH+]c4)CCNCC3)CCNCC2)CCN1,-3.914,-0.6934,6
18,C1CN(C2(N3CCNCC3)CCCCC2)(N2(N3CCNCC3)CCNCC2)CCN1,-2.988,-0.6934,5
18,C1CN(C2(N3CCNCC3)CCCCC2)(N2CCNCC2)CCN1,-2.736,-0.6934,4
18,C1CN(C2CCCCC2)(N2CCNCC2)CCN1,-2.564,-0.6934,3
18,C1CN(C2CCCCC2)CCN1,-0.812,-0.6934,2
18,C1CN(N2(N3CCN(c4(N5(CNC=O)CCNCC5)ccc[nH+]c4)CC3)CCNCC2)CCN1C1(N2(C3CCNCC3)CCNCC2)CCCCC1,-2.033,-1.792,13
18,C1CN(N2(N3CCN(c4(N5(CNC=O)CCNCC5)ccc[nH+]c4)CC3)CCNCC2)CCN1C1(N2(N3CCCCC3)CCNCC2)CCCCC1,-2.861,-1.946,14
